drug_name,drug_id,ind_name,ind_id,status,phase,DetailedStatus
Cytarabine,DB00987,adult acute myeloid leukemia with t(15;17)(q22;q12),C1541335,Terminated,Phase 2,
Clofarabine,DB00631,adult acute myeloid leukemia with t(16;16)(p13;q22),C1541332,Terminated,Phase 2,
Cytarabine,DB00987,adult acute myeloid leukemia with t(16;16)(p13;q22),C1541332,Terminated,Phase 2,
Clofarabine,DB00631,adult acute myeloid leukemia with t(8;21)(q22;q22),C1541331,Terminated,Phase 2,
Cytarabine,DB00987,adult acute myeloid leukemia with t(8;21)(q22;q22),C1541331,Terminated,Phase 2,
Clofarabine,DB00631,recurrent adult acute myeloid leukemia,C0278780,Terminated,Phase 2,
Cytarabine,DB00987,recurrent adult acute myeloid leukemia,C0278780,Terminated,Phase 2,
Topiramate,DB00273,"Alcoholic Intoxication, Chronic",C0001973,Terminated,Phase 2,Recruitment goals could not be met before ending of funding for this project.
Zonisamide,DB00909,"Alcoholic Intoxication, Chronic",C0001973,Terminated,Phase 2,Recruitment goals could not be met before ending of funding for this project.
Piracetam,DB09210,"Alcoholic Intoxication, Chronic",C0001973,Terminated,Phase 2,Recruitment goals could not be met before ending of funding for this project.
Voriconazole,DB00582,invasive aspergillosis,C0238013,Terminated,Phase 3,"This protocol terminated prematurely on July 8, 2013 due to slow enrollment, not because of"
Sevelamer,DB00658,Chronic Kidney Diseases,C1561643,Terminated,Phase 3,"After an extensive review,the ASPIRE in CKD study was terminated because it was not possible"
Sevelamer,DB00658,Hyperphosphatemia (disorder),C0085681,Terminated,Phase 3,"After an extensive review,the ASPIRE in CKD study was terminated because it was not possible"
Busulfan,DB01008,Refractory Brain Neoplasm,C2347923,Withdrawn,Phase 1,slow accrual
Rituximab,DB00073,leukemia,C0023418,Withdrawn,Phase 2,No patient enrolled on study. Did not get patients in timely fashion. All referrals for study
Lenalidomide,DB00480,leukemia,C0023418,Withdrawn,Phase 2,No patient enrolled on study. Did not get patients in timely fashion. All referrals for study
Paroxetine,DB00715,Anxiety Disorders,C0003469,Terminated,Phase 3,Pfizer has terminated the execution of this protocol
Floxuridine,DB00322,Malignant neoplasm of stomach,C0024623,Terminated,Phase 2,Due to slow accrual
Cisplatin,DB00515,Malignant neoplasm of stomach,C0024623,Terminated,Phase 2,Due to slow accrual
Irinotecan,DB00544,Malignant neoplasm of stomach,C0024623,Terminated,Phase 2,Due to slow accrual
Capecitabine,DB00762,Malignant neoplasm of stomach,C0024623,Terminated,Phase 2,Due to slow accrual
,DB01101,Malignant neoplasm of stomach,C0024623,Terminated,Phase 2,Due to slow accrual
Amphotericin B,DB00681,"Meningitis, Cryptococcal",C0085436,Terminated,Phase 2,
Flucytosine,DB01099,"Meningitis, Cryptococcal",C0085436,Terminated,Phase 2,
Glycine betaine,DB06756,"Hepatitis C, Chronic",C0524910,Terminated,Phase 0,"new medications with improved response released, nonaccrual"
Ampicillin,DB00415,Chorioamnionitis,C0008495,Suspended,Phase 2/Phase 3,We are currently performing and interim analysis for possible neonatal organism resistance to
Sulbactam,DB09324,Chorioamnionitis,C0008495,Suspended,Phase 2/Phase 3,We are currently performing and interim analysis for possible neonatal organism resistance to
Valsartan,DB00177,Oxidative Stress,C0242606,Terminated,Phase 3,insufficient enrollment and retention
Ramipril,DB00178,Oxidative Stress,C0242606,Terminated,Phase 3,insufficient enrollment and retention
Valsartan,DB00177,Endothelial dysfunction,C0856169,Terminated,Phase 3,insufficient enrollment and retention
Ramipril,DB00178,Endothelial dysfunction,C0856169,Terminated,Phase 3,insufficient enrollment and retention
Bevacizumab,DB00112,Biliary Tract Cancer,C0750952,Terminated,Phase 2,It was not possible to get insurance companies to cover bevacizumab.
Pregabalin,DB00230,Spinal Cord Injuries,C0037929,Terminated,Phase 3,lack of funding and patients
Pregabalin,DB00230,Pain,C0030193,Terminated,Phase 3,lack of funding and patients
Prednisone,DB00635,Adenocarcinoma of prostate,C0007112,Terminated,Phase 1/Phase 2,Terminated due to slow accrual.
Sunitinib,DB01268,Adenocarcinoma of prostate,C0007112,Terminated,Phase 1/Phase 2,Terminated due to slow accrual.
Prednisone,DB00635,Prostate cancer recurrent,C0278838,Terminated,Phase 1/Phase 2,Terminated due to slow accrual.
Sunitinib,DB01268,Prostate cancer recurrent,C0278838,Terminated,Phase 1/Phase 2,Terminated due to slow accrual.
Pregabalin,DB00230,Orofacial Pain,C0178782,Terminated,Phase 2,difficulty to recruit patients
Thiamine,DB00152,Hyperemesis Gravidarum,C0020450,Terminated,Phase 3,Difficulties in recruiting patients
Promethazine,DB01069,Hyperemesis Gravidarum,C0020450,Terminated,Phase 3,Difficulties in recruiting patients
Diphenhydramine,DB01075,Hyperemesis Gravidarum,C0020450,Terminated,Phase 3,Difficulties in recruiting patients
Modafinil,DB00745,Methamphetamine dependence,C1533217,Terminated,Phase 2,Terminated due to lack of funding.
Methamphetamine,DB01577,Methamphetamine dependence,C1533217,Terminated,Phase 2,Terminated due to lack of funding.
Armodafinil,DB06413,Methamphetamine dependence,C1533217,Terminated,Phase 2,Terminated due to lack of funding.
Dasatinib,DB01254,Malignant neoplasm of lung,C0242379,Terminated,Phase 2,Slow Accrual
Risperidone,DB00734,Schizoaffective Disorder,C0036337,Terminated,Phase 3,Slow Accrual
Quetiapine,DB01224,Schizoaffective Disorder,C0036337,Terminated,Phase 3,Slow Accrual
Aripiprazole,DB01238,Schizoaffective Disorder,C0036337,Terminated,Phase 3,Slow Accrual
Risperidone,DB00734,Bipolar I disorder,C0853193,Terminated,Phase 3,Slow Accrual
Quetiapine,DB01224,Bipolar I disorder,C0853193,Terminated,Phase 3,Slow Accrual
Aripiprazole,DB01238,Bipolar I disorder,C0853193,Terminated,Phase 3,Slow Accrual
Pregabalin,DB00230,Vulvodynia,C0406670,Terminated,Phase 2,Not feasible due to low accrual
Pregabalin,DB00230,Vulvar Vestibulitis,C0269084,Terminated,Phase 2,Not feasible due to low accrual
Prednisone,DB00635,Multiple Myeloma,C0026764,Terminated,Phase 1/Phase 2,"The Phase I of the study was completed, but Phase 2 has not been activated"
Vorinostat,DB02546,Multiple Myeloma,C0026764,Terminated,Phase 1/Phase 2,"The Phase I of the study was completed, but Phase 2 has not been activated"
Zoledronic acid,DB00399,Adenocarcinoma,C0001418,Terminated,Phase 1,Principal Investigator decided to close the study early.
Linezolid,DB00601,"Skin Diseases, Infectious",C0037278,Terminated,Phase 3,Terminated
Quetiapine,DB01224,Major Depressive Disorder,C1269683,Terminated,Phase 3,Study terminated due to low enrollment
Quetiapine,DB01224,Generalized Anxiety Disorder,C0270549,Terminated,Phase 3,Study terminated due to low enrollment
Cisplatin,DB00515,Epithelial ovarian cancer,C0677886,Terminated,Phase 1/Phase 2,Poor recruitment
Temozolomide,DB00853,Mixed Oligodendroglioma-Astrocytoma,C0280793,Terminated,Phase 3,Difficulty in recruiting patients
Mifepristone,DB00834,"Affective Disorders, Psychotic",C0001723,Terminated,Phase 3,
Rituximab,DB00073,Lymphoproliferative Disorders,C0024314,Terminated,Phase 2,Funding unavailable
Bortezomib,DB00188,Lymphoproliferative Disorders,C0024314,Terminated,Phase 2,Funding unavailable
Dacarbazine,DB00851,Glioblastoma,C0017636,Terminated,Phase 1,Sponsor withdrew support; Study did not progress to Phase II.
Temozolomide,DB00853,Glioblastoma,C0017636,Terminated,Phase 1,Sponsor withdrew support; Study did not progress to Phase II.
Dasatinib,DB01254,Glioblastoma,C0017636,Terminated,Phase 1,Sponsor withdrew support; Study did not progress to Phase II.
Dacarbazine,DB00851,CNS disorder,C0007682,Terminated,Phase 1,Sponsor withdrew support; Study did not progress to Phase II.
Temozolomide,DB00853,CNS disorder,C0007682,Terminated,Phase 1,Sponsor withdrew support; Study did not progress to Phase II.
Dasatinib,DB01254,CNS disorder,C0007682,Terminated,Phase 1,Sponsor withdrew support; Study did not progress to Phase II.
Dacarbazine,DB00851,Brain Diseases,C0006111,Terminated,Phase 1,Sponsor withdrew support; Study did not progress to Phase II.
Temozolomide,DB00853,Brain Diseases,C0006111,Terminated,Phase 1,Sponsor withdrew support; Study did not progress to Phase II.
Dasatinib,DB01254,Brain Diseases,C0006111,Terminated,Phase 1,Sponsor withdrew support; Study did not progress to Phase II.
Cetuximab,DB00002,metastatic squamous neck cancer with occult primary squamous cell carcinoma,C0279696,Terminated,Phase 1,
Sunitinib,DB01268,metastatic squamous neck cancer with occult primary squamous cell carcinoma,C0279696,Terminated,Phase 1,
Cetuximab,DB00002,recurrent metastatic squamous neck cancer with occult primary,C0279100,Terminated,Phase 1,
Sunitinib,DB01268,recurrent metastatic squamous neck cancer with occult primary,C0279100,Terminated,Phase 1,
Cetuximab,DB00002,Recurrent Salivary Gland Cancer,C0278993,Terminated,Phase 1,
Sunitinib,DB01268,Recurrent Salivary Gland Cancer,C0278993,Terminated,Phase 1,
Cetuximab,DB00002,Squamous cell carcinoma of the hypopharynx recurrent,C0280392,Terminated,Phase 1,
Sunitinib,DB01268,Squamous cell carcinoma of the hypopharynx recurrent,C0280392,Terminated,Phase 1,
Cetuximab,DB00002,Laryngeal squamous cell carcinoma recurrent,C0280401,Terminated,Phase 1,
Sunitinib,DB01268,Laryngeal squamous cell carcinoma recurrent,C0280401,Terminated,Phase 1,
Cetuximab,DB00002,recurrent squamous cell carcinoma of the lip and oral cavity,C0280363,Terminated,Phase 1,
Sunitinib,DB01268,recurrent squamous cell carcinoma of the lip and oral cavity,C0280363,Terminated,Phase 1,
Cetuximab,DB00002,Nasopharyngeal squamous cell carcinoma recurrent,C0280386,Terminated,Phase 1,
Sunitinib,DB01268,Nasopharyngeal squamous cell carcinoma recurrent,C0280386,Terminated,Phase 1,
Cetuximab,DB00002,Oropharyngeal squamous cell carcinoma recurrent,C0280376,Terminated,Phase 1,
Sunitinib,DB01268,Oropharyngeal squamous cell carcinoma recurrent,C0280376,Terminated,Phase 1,
Cetuximab,DB00002,recurrent squamous cell carcinoma of the paranasal sinus and nasal cavity,C0280419,Terminated,Phase 1,
Sunitinib,DB01268,recurrent squamous cell carcinoma of the paranasal sinus and nasal cavity,C0280419,Terminated,Phase 1,
Cetuximab,DB00002,Laryngeal verrucous carcinoma recurrent,C0280402,Terminated,Phase 1,
Sunitinib,DB01268,Laryngeal verrucous carcinoma recurrent,C0280402,Terminated,Phase 1,
Cetuximab,DB00002,Verrucous carcinoma of the oral cavity recurrent,C0280365,Terminated,Phase 1,
Sunitinib,DB01268,Verrucous carcinoma of the oral cavity recurrent,C0280365,Terminated,Phase 1,
Cetuximab,DB00002,squamous cell carcinoma of salivary gland,C0279697,Terminated,Phase 1,
Sunitinib,DB01268,squamous cell carcinoma of salivary gland,C0279697,Terminated,Phase 1,
Cetuximab,DB00002,Salivary gland cancer stage III,C0278991,Terminated,Phase 1,
Sunitinib,DB01268,Salivary gland cancer stage III,C0278991,Terminated,Phase 1,
Cetuximab,DB00002,Squamous cell carcinoma of the hypopharynx stage III,C0280390,Terminated,Phase 1,
Sunitinib,DB01268,Squamous cell carcinoma of the hypopharynx stage III,C0280390,Terminated,Phase 1,
Cetuximab,DB00002,Laryngeal squamous cell carcinoma stage III,C0280397,Terminated,Phase 1,
Sunitinib,DB01268,Laryngeal squamous cell carcinoma stage III,C0280397,Terminated,Phase 1,
Cetuximab,DB00002,stage III squamous cell carcinoma of the lip and oral cavity,C0280353,Terminated,Phase 1,
Sunitinib,DB01268,stage III squamous cell carcinoma of the lip and oral cavity,C0280353,Terminated,Phase 1,
Cetuximab,DB00002,Nasopharyngeal squamous cell carcinoma stage III,C0280382,Terminated,Phase 1,
Sunitinib,DB01268,Nasopharyngeal squamous cell carcinoma stage III,C0280382,Terminated,Phase 1,
Cetuximab,DB00002,Oropharyngeal squamous cell carcinoma stage III,C0280372,Terminated,Phase 1,
Sunitinib,DB01268,Oropharyngeal squamous cell carcinoma stage III,C0280372,Terminated,Phase 1,
Cetuximab,DB00002,stage III squamous cell carcinoma of the paranasal sinus and nasal cavity,C0280411,Terminated,Phase 1,
Sunitinib,DB01268,stage III squamous cell carcinoma of the paranasal sinus and nasal cavity,C0280411,Terminated,Phase 1,
Cetuximab,DB00002,Laryngeal verrucous carcinoma stage III,C0280398,Terminated,Phase 1,
Sunitinib,DB01268,Laryngeal verrucous carcinoma stage III,C0280398,Terminated,Phase 1,
Cetuximab,DB00002,Verrucous carcinoma of the oral cavity stage III,C0280355,Terminated,Phase 1,
Sunitinib,DB01268,Verrucous carcinoma of the oral cavity stage III,C0280355,Terminated,Phase 1,
Cetuximab,DB00002,Salivary gland cancer stage IV,C0278992,Terminated,Phase 1,
Sunitinib,DB01268,Salivary gland cancer stage IV,C0278992,Terminated,Phase 1,
Cetuximab,DB00002,Squamous cell carcinoma of the hypopharynx stage IV,C0280391,Terminated,Phase 1,
Sunitinib,DB01268,Squamous cell carcinoma of the hypopharynx stage IV,C0280391,Terminated,Phase 1,
Cetuximab,DB00002,Laryngeal squamous cell carcinoma stage IV,C0280399,Terminated,Phase 1,
Sunitinib,DB01268,Laryngeal squamous cell carcinoma stage IV,C0280399,Terminated,Phase 1,
Cetuximab,DB00002,stage IV squamous cell carcinoma of the lip and oral cavity,C0280358,Terminated,Phase 1,
Sunitinib,DB01268,stage IV squamous cell carcinoma of the lip and oral cavity,C0280358,Terminated,Phase 1,
Cetuximab,DB00002,Nasopharyngeal squamous cell carcinoma stage IV,C0280384,Terminated,Phase 1,
Sunitinib,DB01268,Nasopharyngeal squamous cell carcinoma stage IV,C0280384,Terminated,Phase 1,
Cetuximab,DB00002,stage IV squamous cell carcinoma of the oropharynx,C0280374,Terminated,Phase 1,
Sunitinib,DB01268,stage IV squamous cell carcinoma of the oropharynx,C0280374,Terminated,Phase 1,
Cetuximab,DB00002,stage IV squamous cell carcinoma of the paranasal sinus and nasal cavity,C0280415,Terminated,Phase 1,
Sunitinib,DB01268,stage IV squamous cell carcinoma of the paranasal sinus and nasal cavity,C0280415,Terminated,Phase 1,
Cetuximab,DB00002,Laryngeal verrucous carcinoma stage IV,C0280400,Terminated,Phase 1,
Sunitinib,DB01268,Laryngeal verrucous carcinoma stage IV,C0280400,Terminated,Phase 1,
Cetuximab,DB00002,Verrucous carcinoma of the oral cavity stage IV,C0280360,Terminated,Phase 1,
Sunitinib,DB01268,Verrucous carcinoma of the oral cavity stage IV,C0280360,Terminated,Phase 1,
Cetuximab,DB00002,untreated metastatic squamous neck cancer with occult primary,C0279099,Terminated,Phase 1,
Sunitinib,DB01268,untreated metastatic squamous neck cancer with occult primary,C0279099,Terminated,Phase 1,
Sorafenib,DB00398,Colorectal Neoplasms,C0009404,Terminated,Phase 2,
Oxaliplatin,DB00526,Colorectal Neoplasms,C0009404,Terminated,Phase 2,
Irinotecan,DB00762,Colorectal Neoplasms,C0009404,Terminated,Phase 2,
Oxytocin,DB00107,"Fetal Membranes, Premature Rupture",C0015944,Terminated,Phase 2,Inadequate Patient Recruitment.
Lamotrigine,DB00555,Bipolar Disorder,C0005586,Terminated,Phase 1,Slow recruitment; trial unlikely to reach completion
Zoledronic acid,DB00399,Giant Cell Tumor of Bone,C0206638,Terminated,Phase 2,low recruitment with registration denosumab
Panobinostat,DB06603,Non-Small Cell Lung Carcinoma,C0007131,Terminated,Phase 1,Widespread use firstline Pemetrexed; slow recruitment; funding withdrawn..
Cetuximab,DB00002,Neoplasm Metastasis,C0027627,Terminated,Phase 1/Phase 2,
Sunitinib,DB01268,cognitive/functional effects,C0935657,Terminated,Phase 2,Slow Accrual
Sunitinib,DB01268,"unspecified adult solid tumor, protocol specific",C0279004,Terminated,Phase 2,Slow Accrual
Cisplatin,DB00515,Nausea and vomiting,C0027498,Withdrawn,Phase 3,This study has been cancelled prior to enrollment.
Ondansetron,DB00904,Nausea and vomiting,C0027498,Withdrawn,Phase 3,This study has been cancelled prior to enrollment.
Dexamethasone,DB01234,Nausea and vomiting,C0027498,Withdrawn,Phase 3,This study has been cancelled prior to enrollment.
,DB01234,Nausea and vomiting,C0027498,Withdrawn,Phase 3,This study has been cancelled prior to enrollment.
Vincristine,DB00541,Adult Kidney Wilms Tumor,C1332219,Suspended,Phase 3,Temporarily stopped for assessment
Etoposide,DB00773,Adult Kidney Wilms Tumor,C1332219,Suspended,Phase 3,Temporarily stopped for assessment
Dactinomycin,DB00773,Adult Kidney Wilms Tumor,C1332219,Suspended,Phase 3,Temporarily stopped for assessment
Doxorubicin,DB00970,Adult Kidney Wilms Tumor,C1332219,Suspended,Phase 3,Temporarily stopped for assessment
,DB00997,Adult Kidney Wilms Tumor,C1332219,Suspended,Phase 3,Temporarily stopped for assessment
Vincristine,DB00541,Beckwith-Wiedemann Syndrome,C0004903,Suspended,Phase 3,Temporarily stopped for assessment
Etoposide,DB00773,Beckwith-Wiedemann Syndrome,C0004903,Suspended,Phase 3,Temporarily stopped for assessment
Dactinomycin,DB00773,Beckwith-Wiedemann Syndrome,C0004903,Suspended,Phase 3,Temporarily stopped for assessment
Doxorubicin,DB00970,Beckwith-Wiedemann Syndrome,C0004903,Suspended,Phase 3,Temporarily stopped for assessment
,DB00997,Beckwith-Wiedemann Syndrome,C0004903,Suspended,Phase 3,Temporarily stopped for assessment
Vincristine,DB00541,Childhood Kidney Wilms Tumor,C1333015,Suspended,Phase 3,Temporarily stopped for assessment
Etoposide,DB00773,Childhood Kidney Wilms Tumor,C1333015,Suspended,Phase 3,Temporarily stopped for assessment
Dactinomycin,DB00773,Childhood Kidney Wilms Tumor,C1333015,Suspended,Phase 3,Temporarily stopped for assessment
Doxorubicin,DB00970,Childhood Kidney Wilms Tumor,C1333015,Suspended,Phase 3,Temporarily stopped for assessment
,DB00997,Childhood Kidney Wilms Tumor,C1333015,Suspended,Phase 3,Temporarily stopped for assessment
Vincristine,DB00541,Diffuse Hyperplastic Perilobar Nephroblastomatosis,C1880323,Suspended,Phase 3,Temporarily stopped for assessment
Etoposide,DB00773,Diffuse Hyperplastic Perilobar Nephroblastomatosis,C1880323,Suspended,Phase 3,Temporarily stopped for assessment
Dactinomycin,DB00773,Diffuse Hyperplastic Perilobar Nephroblastomatosis,C1880323,Suspended,Phase 3,Temporarily stopped for assessment
Doxorubicin,DB00970,Diffuse Hyperplastic Perilobar Nephroblastomatosis,C1880323,Suspended,Phase 3,Temporarily stopped for assessment
,DB00997,Diffuse Hyperplastic Perilobar Nephroblastomatosis,C1880323,Suspended,Phase 3,Temporarily stopped for assessment
Vincristine,DB00541,Congenital hemihypertrophy,C0332890,Suspended,Phase 3,Temporarily stopped for assessment
Etoposide,DB00773,Congenital hemihypertrophy,C0332890,Suspended,Phase 3,Temporarily stopped for assessment
Dactinomycin,DB00773,Congenital hemihypertrophy,C0332890,Suspended,Phase 3,Temporarily stopped for assessment
Doxorubicin,DB00970,Congenital hemihypertrophy,C0332890,Suspended,Phase 3,Temporarily stopped for assessment
,DB00997,Congenital hemihypertrophy,C0332890,Suspended,Phase 3,Temporarily stopped for assessment
Vincristine,DB00541,stage I Wilms' tumor,C0278711,Suspended,Phase 3,Temporarily stopped for assessment
Etoposide,DB00773,stage I Wilms' tumor,C0278711,Suspended,Phase 3,Temporarily stopped for assessment
Dactinomycin,DB00773,stage I Wilms' tumor,C0278711,Suspended,Phase 3,Temporarily stopped for assessment
Doxorubicin,DB00970,stage I Wilms' tumor,C0278711,Suspended,Phase 3,Temporarily stopped for assessment
,DB00997,stage I Wilms' tumor,C0278711,Suspended,Phase 3,Temporarily stopped for assessment
Vincristine,DB00541,stage II Wilms' tumor,C0278712,Suspended,Phase 3,Temporarily stopped for assessment
Etoposide,DB00773,stage II Wilms' tumor,C0278712,Suspended,Phase 3,Temporarily stopped for assessment
Dactinomycin,DB00773,stage II Wilms' tumor,C0278712,Suspended,Phase 3,Temporarily stopped for assessment
Doxorubicin,DB00970,stage II Wilms' tumor,C0278712,Suspended,Phase 3,Temporarily stopped for assessment
,DB00997,stage II Wilms' tumor,C0278712,Suspended,Phase 3,Temporarily stopped for assessment
Vincristine,DB00541,stage III Wilms' tumor,C0278713,Suspended,Phase 3,Temporarily stopped for assessment
Etoposide,DB00773,stage III Wilms' tumor,C0278713,Suspended,Phase 3,Temporarily stopped for assessment
Dactinomycin,DB00773,stage III Wilms' tumor,C0278713,Suspended,Phase 3,Temporarily stopped for assessment
Doxorubicin,DB00970,stage III Wilms' tumor,C0278713,Suspended,Phase 3,Temporarily stopped for assessment
,DB00997,stage III Wilms' tumor,C0278713,Suspended,Phase 3,Temporarily stopped for assessment
Vincristine,DB00541,stage IV Wilms' tumor,C0278714,Suspended,Phase 3,Temporarily stopped for assessment
Etoposide,DB00773,stage IV Wilms' tumor,C0278714,Suspended,Phase 3,Temporarily stopped for assessment
Dactinomycin,DB00773,stage IV Wilms' tumor,C0278714,Suspended,Phase 3,Temporarily stopped for assessment
Doxorubicin,DB00970,stage IV Wilms' tumor,C0278714,Suspended,Phase 3,Temporarily stopped for assessment
,DB00997,stage IV Wilms' tumor,C0278714,Suspended,Phase 3,Temporarily stopped for assessment
Vincristine,DB00541,stage V Wilms' tumor,C0278715,Suspended,Phase 3,Temporarily stopped for assessment
Etoposide,DB00773,stage V Wilms' tumor,C0278715,Suspended,Phase 3,Temporarily stopped for assessment
Dactinomycin,DB00773,stage V Wilms' tumor,C0278715,Suspended,Phase 3,Temporarily stopped for assessment
Doxorubicin,DB00970,stage V Wilms' tumor,C0278715,Suspended,Phase 3,Temporarily stopped for assessment
,DB00997,stage V Wilms' tumor,C0278715,Suspended,Phase 3,Temporarily stopped for assessment
Gemcitabine,DB00441,Malignant neoplasm of lung,C0242379,Withdrawn,Phase 2,The study was not activated.
Carboplatin,DB00958,Malignant neoplasm of lung,C0242379,Withdrawn,Phase 2,The study was not activated.
Dexamethasone,DB01234,Acute fungal otitis externa,C0728738,Terminated,Phase 3,
,DB01234,Acute fungal otitis externa,C0728738,Terminated,Phase 3,
Haloperidol,DB00502,Delirium,C0011206,Terminated,Phase 3,few delirious patients were enrolled.
Quetiapine,DB00502,Delirium,C0011206,Terminated,Phase 3,few delirious patients were enrolled.
,DB01224,Delirium,C0011206,Terminated,Phase 3,few delirious patients were enrolled.
Cetuximab,DB00002,Colorectal cancer metastatic,C0948380,Withdrawn,Phase 2,Study has been terminated due to lack of accrual.
Fluorouracil,DB00544,Colorectal cancer metastatic,C0948380,Withdrawn,Phase 2,Study has been terminated due to lack of accrual.
Capecitabine,DB01101,Colorectal cancer metastatic,C0948380,Withdrawn,Phase 2,Study has been terminated due to lack of accrual.
Denileukin diftitox,DB00004,Melanoma recurrent,C0278884,Terminated,Phase 1/Phase 2,"ONTAK has been pulled off the market for further testing. Subsequently, EISAI will no longer"
Aldesleukin,DB00041,Melanoma recurrent,C0278884,Terminated,Phase 1/Phase 2,"ONTAK has been pulled off the market for further testing. Subsequently, EISAI will no longer"
Denileukin diftitox,DB00004,malignant melanoma of skin stage III,C0278882,Terminated,Phase 1/Phase 2,"ONTAK has been pulled off the market for further testing. Subsequently, EISAI will no longer"
Aldesleukin,DB00041,malignant melanoma of skin stage III,C0278882,Terminated,Phase 1/Phase 2,"ONTAK has been pulled off the market for further testing. Subsequently, EISAI will no longer"
Sunitinib,DB01268,Malignant neoplasm of lung,C0242379,Terminated,Phase 2,poorly recruiting
Oxaliplatin,DB00526,Colorectal Neoplasms,C0009404,Terminated,Phase 2,Recruitment rate to low; changed environment made protocol in its current state obsolete
Fluorouracil,DB00544,Colorectal Neoplasms,C0009404,Terminated,Phase 2,Recruitment rate to low; changed environment made protocol in its current state obsolete
Capecitabine,DB00544,Colorectal Neoplasms,C0009404,Terminated,Phase 2,Recruitment rate to low; changed environment made protocol in its current state obsolete
,DB01101,Colorectal Neoplasms,C0009404,Terminated,Phase 2,Recruitment rate to low; changed environment made protocol in its current state obsolete
Methylprednisolone,DB00860,Multiple Sclerosis,C0026769,Terminated,Phase 2/Phase 3,Study reached halfway point in approximately one year time period and was halted to analyze
,DB00959,Multiple Sclerosis,C0026769,Terminated,Phase 2/Phase 3,Study reached halfway point in approximately one year time period and was halted to analyze
Midazolam,DB00683,Pain,C0030193,Terminated,Phase 2,
Carboplatin,DB00958,ovarian neoplasm,C0919267,Terminated,Phase 2,This study stopped due to slow accrual.
Paclitaxel,DB01229,ovarian neoplasm,C0919267,Terminated,Phase 2,This study stopped due to slow accrual.
Alemtuzumab,DB00087,B-cell small lymphocytic lymphoma recurrent,C0855096,Terminated,Phase 1,No more eligible patients
Bendamustine,DB06769,B-cell small lymphocytic lymphoma recurrent,C0855096,Terminated,Phase 1,No more eligible patients
Alemtuzumab,DB00087,Chronic lymphocytic leukaemia refractory,C0278791,Terminated,Phase 1,No more eligible patients
Bendamustine,DB06769,Chronic lymphocytic leukaemia refractory,C0278791,Terminated,Phase 1,No more eligible patients
Alemtuzumab,DB00087,Chronic lymphocytic leukaemia stage 3,C0278769,Terminated,Phase 1,No more eligible patients
Bendamustine,DB06769,Chronic lymphocytic leukaemia stage 3,C0278769,Terminated,Phase 1,No more eligible patients
Alemtuzumab,DB00087,B-cell small lymphocytic lymphoma stage III,C0855100,Terminated,Phase 1,No more eligible patients
Bendamustine,DB06769,B-cell small lymphocytic lymphoma stage III,C0855100,Terminated,Phase 1,No more eligible patients
Alemtuzumab,DB00087,Chronic lymphocytic leukaemia stage 4,C0854804,Terminated,Phase 1,No more eligible patients
Bendamustine,DB06769,Chronic lymphocytic leukaemia stage 4,C0854804,Terminated,Phase 1,No more eligible patients
Alemtuzumab,DB00087,B-cell small lymphocytic lymphoma stage IV,C0855101,Terminated,Phase 1,No more eligible patients
Bendamustine,DB06769,B-cell small lymphocytic lymphoma stage IV,C0855101,Terminated,Phase 1,No more eligible patients
Cyproheptadine,DB00434,leukemia,C0023418,Terminated,Phase 2,study not feasible with low accrual. DSMB recommended closure
Cyproheptadine,DB00434,Malnutrition,C0162429,Terminated,Phase 2,study not feasible with low accrual. DSMB recommended closure
Cyproheptadine,DB00434,"unspecified childhood solid tumor, protocol specific",C0279002,Terminated,Phase 2,study not feasible with low accrual. DSMB recommended closure
Cyproheptadine,DB00434,Body Weight Changes,C0005911,Terminated,Phase 2,study not feasible with low accrual. DSMB recommended closure
Erlotinib,DB00530,Neuroendocrine Tumors,C0206754,Terminated,Phase 2,Extreme toxicity of Pertuzumab and Erlotinib combination
Pertuzumab,DB06366,Neuroendocrine Tumors,C0206754,Terminated,Phase 2,Extreme toxicity of Pertuzumab and Erlotinib combination
Erlotinib,DB00530,Adrenal Gland Neoplasms,C0001624,Terminated,Phase 2,Extreme toxicity of Pertuzumab and Erlotinib combination
Pertuzumab,DB06366,Adrenal Gland Neoplasms,C0001624,Terminated,Phase 2,Extreme toxicity of Pertuzumab and Erlotinib combination
Erlotinib,DB00530,Neuroblastoma,C0027819,Terminated,Phase 2,Extreme toxicity of Pertuzumab and Erlotinib combination
Pertuzumab,DB06366,Neuroblastoma,C0027819,Terminated,Phase 2,Extreme toxicity of Pertuzumab and Erlotinib combination
Erlotinib,DB00530,Multiple Endocrine Neoplasia,C0027662,Terminated,Phase 2,Extreme toxicity of Pertuzumab and Erlotinib combination
Pertuzumab,DB06366,Multiple Endocrine Neoplasia,C0027662,Terminated,Phase 2,Extreme toxicity of Pertuzumab and Erlotinib combination
Bevacizumab,DB00112,Intracranial Meningioma,C0349604,Terminated,Phase 2,Study terminated early due to slow accrual
Sirolimus,DB00877,Intracranial Meningioma,C0349604,Terminated,Phase 2,Study terminated early due to slow accrual
Everolimus,DB01590,Intracranial Meningioma,C0349604,Terminated,Phase 2,Study terminated early due to slow accrual
Lovastatin,DB00227,melanoma,C0025202,Withdrawn,Phase 2,Modifications will be necessary before full IRB approval will be secured.
Darbepoetin alfa,DB00012,Chronic Kidney Diseases,C1561643,Terminated,Phase 2,
