drug_name,drug_id,ind_name,ind_id,status,phase,DetailedStatus
Ketoconazole,DB01026,Secondary malignant neoplasm of bone,C0153690,Terminated,Phase 2,
Gemcitabine,DB00441,Renal Pelvis and Ureter Urothelial Carcinoma,C0220648,Terminated,Phase 2,Permanently Closed Due to Poor Accrual
Paclitaxel,DB01229,Renal Pelvis and Ureter Urothelial Carcinoma,C0220648,Terminated,Phase 2,Permanently Closed Due to Poor Accrual
Gemcitabine,DB00441,Urethral Carcinoma,C0700101,Terminated,Phase 2,Permanently Closed Due to Poor Accrual
Paclitaxel,DB01229,Urethral Carcinoma,C0700101,Terminated,Phase 2,Permanently Closed Due to Poor Accrual
Amifostine,DB01143,Oral Complication,C3898092,Terminated,Phase 2,low accrual
Amifostine,DB01143,Radiation Sickness,C1510432,Terminated,Phase 2,low accrual
Celecoxib,DB00482,Precancerous Conditions,C0032927,Withdrawn,Phase 2/Phase 3,
Doxorubicin,DB00997,Primary Systemic Amyloidosis,C0281479,Terminated,Phase 1,Administratively complete.
Pentostatin,DB00552,Acute GVH disease,C0856825,Terminated,Phase 1/Phase 2,
Celecoxib,DB00482,Adenomatous Polyposis Coli,C0032580,Terminated,Phase 2,Slow recruitment.
Eflornithine,DB06243,Adenomatous Polyposis Coli,C0032580,Terminated,Phase 2,Slow recruitment.
Pegfilgrastim,DB00019,Hemoglobinopathies,C0019045,Terminated,Phase 2,
Pegfilgrastim,DB00019,Thalassemia,C0039730,Terminated,Phase 2,
Isotretinoin,DB00982,Hematologic Neoplasms,C0376545,Terminated,Phase 2,
Docetaxel,DB01248,thorax/respiratory cancer,C0279170,Withdrawn,Phase 3,The study was not activated.
Docetaxel,DB01248,adult solid tumor,C0280099,Withdrawn,Phase 3,The study was not activated.
Docetaxel,DB01248,kidney/urinary cancer,C0279521,Withdrawn,Phase 3,The study was not activated.
Docetaxel,DB01248,male reproductive cancer,C0699888,Withdrawn,Phase 3,The study was not activated.
Nitric Oxide,DB00435,Hypoxemia,C0700292,Terminated,Phase 1/Phase 2,slow enrollment
Nitric Oxide,DB00435,"Acidosis, Respiratory",C0001127,Terminated,Phase 1/Phase 2,slow enrollment
Nitric Oxide,DB00435,Anoxemia,C0003129,Terminated,Phase 3,Study stopped due to poor enrollment
Decitabine,DB01262,"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative",C1292772,Terminated,Phase 1,
Alemtuzumab,DB00087,Graft failure,C1262018,Terminated,Phase 1/Phase 2,
Erlotinib,DB00530,adult primary hepatocellular carcinoma,C0279607,Terminated,Phase 2,Administratively complete.
Erlotinib,DB00530,advanced adult primary liver cancer,C0278774,Terminated,Phase 2,Administratively complete.
Erlotinib,DB00530,localized unresectable adult primary liver cancer,C0278773,Terminated,Phase 2,Administratively complete.
Micafungin,DB01141,Invasive Fungal Infections,C1262313,Terminated,Phase 3,Inadequate enrollment
Verteporfin,DB00460,Basal Cell Nevus Syndrome,C0004779,Terminated,Phase 3,
Aldesleukin,DB00041,childhood chronic myelogenous leukemia,C1327920,Terminated,Phase 1/Phase 2,
Aldesleukin,DB00041,Childhood myelodysplastic syndrome,C2347761,Terminated,Phase 1/Phase 2,
Aldesleukin,DB00041,recurrent childhood acute myeloid leukemia,C0278776,Terminated,Phase 1/Phase 2,
Aldesleukin,DB00041,Cutaneous T-cell lymphoma stage I,C0278566,Terminated,Phase 1/Phase 2,Administratively complete.
Aldesleukin,DB00041,Mycosis fungoides/Sezary syndrome stage I,C0862211,Terminated,Phase 1/Phase 2,Administratively complete.
Aldesleukin,DB00041,Cutaneous T-cell lymphoma stage II,C0278568,Terminated,Phase 1/Phase 2,Administratively complete.
Aldesleukin,DB00041,Mycosis fungoides/Sezary syndrome stage II,C0862216,Terminated,Phase 1/Phase 2,Administratively complete.
Aldesleukin,DB00041,Cutaneous T-cell lymphoma stage III,C0278570,Terminated,Phase 1/Phase 2,Administratively complete.
Aldesleukin,DB00041,Mycosis fungoides/Sezary syndrome stage III,C0862221,Terminated,Phase 1/Phase 2,Administratively complete.
Aldesleukin,DB00041,Cutaneous T-cell lymphoma stage IV,C0278572,Terminated,Phase 1/Phase 2,Administratively complete.
Aldesleukin,DB00041,Mycosis fungoides/Sezary syndrome stage IV,C0862226,Terminated,Phase 1/Phase 2,Administratively complete.
Azathioprine,DB00993,Pulmonary Fibrosis,C0034069,Terminated,Phase 3,Study design changes were needed based on GIPF-001 results
Aldesleukin,DB00041,Neuroblastoma recurrent,C0278695,Terminated,Phase 1,Administratively complete.
Gemcitabine,DB00441,stage IV adult Hodgkin's lymphoma,C0278473,Terminated,Phase 1,Administratively complete.
Gemcitabine,DB00441,stage IV adult immunoblastic large cell lymphoma,C0280177,Terminated,Phase 1,Administratively complete.
Gemcitabine,DB00441,stage IV adult lymphoblastic lymphoma,C0280178,Terminated,Phase 1,Administratively complete.
Gemcitabine,DB00441,Adult T-cell lymphoma/leukaemia stage IV,C0280426,Terminated,Phase 1,Administratively complete.
Gemcitabine,DB00441,Cutaneous T-cell lymphoma stage IV,C0278572,Terminated,Phase 1,Administratively complete.
Gemcitabine,DB00441,stage IV adult diffuse small cleaved cell lymphoma,C0280173,Terminated,Phase 1,Administratively complete.
Gemcitabine,DB00441,stage IV adult diffuse mixed cell lymphoma,C0280174,Terminated,Phase 1,Administratively complete.
Gemcitabine,DB00441,stage IV grade 1 follicular lymphoma,C0280169,Terminated,Phase 1,Administratively complete.
Gemcitabine,DB00441,stage IV grade 2 follicular lymphoma,C0280170,Terminated,Phase 1,Administratively complete.
Gemcitabine,DB00441,stage IV grade 3 follicular lymphoma,C0280172,Terminated,Phase 1,Administratively complete.
Gemcitabine,DB00441,Mantle cell lymphoma stage IV,C0677721,Terminated,Phase 1,Administratively complete.
Gemcitabine,DB00441,Marginal zone lymphoma stage IV,C1541270,Terminated,Phase 1,Administratively complete.
Rituximab,DB00073,"Lymphoma, Mixed-Cell, Follicular",C0079758,Terminated,Phase 3,
Arsenic trioxide,DB01169,Esophageal neoplasm metastatic,C0278562,Terminated,Phase 2,Administratively complete.
Nitric Oxide,DB00435,Reperfusion Injury,C0035126,Terminated,Phase 3,Slow Enrollment
Treprostinil,DB00374,Critical limb ischemia,C1142264,Terminated,Phase 3,
Treprostinil,DB00374,Foot Ulcer,C0085119,Terminated,Phase 3,
Cisplatin,DB00515,diffuse adenocarcinoma of the stomach,C0279635,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Fluorouracil,DB00544,diffuse adenocarcinoma of the stomach,C0279635,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Cisplatin,DB00515,intestinal adenocarcinoma of the stomach,C0279633,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Fluorouracil,DB00544,intestinal adenocarcinoma of the stomach,C0279633,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Cisplatin,DB00515,mixed adenocarcinoma of the stomach,C0279638,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Fluorouracil,DB00544,mixed adenocarcinoma of the stomach,C0279638,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Cisplatin,DB00515,Oesophageal carcinoma recurrent,C0854761,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Fluorouracil,DB00544,Oesophageal carcinoma recurrent,C0854761,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Cisplatin,DB00515,recurrent gastric cancer,C0278502,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Fluorouracil,DB00544,recurrent gastric cancer,C0278502,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Cisplatin,DB00515,Squamous cell carcinoma of esophagus,C0279626,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Fluorouracil,DB00544,Squamous cell carcinoma of esophagus,C0279626,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Cisplatin,DB00515,Stage IIIC Gastric Cancer,C2981365,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Fluorouracil,DB00544,Stage IIIC Gastric Cancer,C2981365,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Cisplatin,DB00515,Esophageal neoplasm metastatic,C0278562,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Fluorouracil,DB00544,Esophageal neoplasm metastatic,C0278562,Terminated,Phase 1/Phase 2,Discontinued development of G3139 (oblimersen)
Modafinil,DB00745,Postpoliomyelitis Syndrome,C0080040,Terminated,Phase 3,
Armodafinil,DB06413,Postpoliomyelitis Syndrome,C0080040,Terminated,Phase 3,
Chlorhexidine,DB00878,Dental caries,C0011334,Terminated,Phase 3,Unable to recruit sufficient number of subjects
Amphetamine,DB00182,Neurotoxicity Syndromes,C0235032,Terminated,Phase 2,Only 12 subjects enrolled. DSMB recommended closing due to lack of feasibility
Methylphenidate,DB00422,Neurotoxicity Syndromes,C0235032,Terminated,Phase 2,Only 12 subjects enrolled. DSMB recommended closing due to lack of feasibility
Romidepsin,DB06176,Renal Pelvis and Ureter Urothelial Carcinoma,C0220648,Terminated,Phase 2,Permanently Closed Due to Poor Accrual
Romidepsin,DB06176,Urethral Carcinoma,C0700101,Terminated,Phase 2,Permanently Closed Due to Poor Accrual
Erlotinib,DB00530,Stage IA Non-Small Cell Lung Carcinoma,C1336119,Terminated,Phase 2,
Erlotinib,DB00530,Stage IB Non-Small Cell Lung Carcinoma,C1336139,Terminated,Phase 2,
Erlotinib,DB00530,Stage IIA Non-Small Cell Lung Carcinoma,C1336167,Terminated,Phase 2,
Triptorelin,DB06825,Drug toxicity,C0013221,Terminated,Phase 2,Early closure due to low accrual
Fluorouracil,DB00544,Biliary Tract Cancer,C0750952,Terminated,Phase 3,Futility reasons after Independent Data Monitoring Committee interim analysis
Capsaicin,DB06774,Peripheral Neuropathy,C0031117,Terminated,Phase 3,Terminated in view of the C107 findings demonstrating efficacy at doses of 90 and 30 minutes
Gefitinib,DB00317,Recurrent Head and Neck Carcinoma,C1335703,Terminated,Phase 3,It was unlikely that the primary endpoint would be reached based on the fifth interim analysis
Docetaxel,DB01248,Recurrent Head and Neck Carcinoma,C1335703,Terminated,Phase 3,It was unlikely that the primary endpoint would be reached based on the fifth interim analysis
Gefitinib,DB00317,Head and neck cancer metastatic,C0744619,Terminated,Phase 3,It was unlikely that the primary endpoint would be reached based on the fifth interim analysis
Docetaxel,DB01248,Head and neck cancer metastatic,C0744619,Terminated,Phase 3,It was unlikely that the primary endpoint would be reached based on the fifth interim analysis
Metronidazole,DB00916,Small cell lung cancer extensive stage,C0278726,Terminated,Phase 1,
Docetaxel,DB01248,Small cell lung cancer extensive stage,C0278726,Terminated,Phase 1,
Metronidazole,DB00916,Small cell lung cancer recurrent,C0278727,Terminated,Phase 1,
Docetaxel,DB01248,Small cell lung cancer recurrent,C0278727,Terminated,Phase 1,
Romidepsin,DB06176,Glucagonoma,C0017689,Terminated,Phase 2,
Romidepsin,DB06176,insulinoma,C0021670,Terminated,Phase 2,
Romidepsin,DB06176,pancreatic polypeptide tumor,C1882278,Terminated,Phase 2,
Romidepsin,DB06176,Carcinoid tumor of lung,C0280089,Terminated,Phase 2,
Romidepsin,DB06176,recurrent gastrointestinal carcinoid tumor,C0278750,Terminated,Phase 2,
Romidepsin,DB06176,recurrent islet cell carcinoma,C0278843,Terminated,Phase 2,
Romidepsin,DB06176,regional gastrointestinal carcinoid tumor,C0278748,Terminated,Phase 2,
Valsartan,DB00177,Kidney Diseases,C0022658,Withdrawn,Phase 3,
Capsaicin,DB06774,Diabetic Neuropathies,C0011882,Terminated,Phase 2,
Capsaicin,DB06774,Polyneuropathy,C0152025,Terminated,Phase 2,
Capsaicin,DB06774,Peripheral Neuropathy,C0031117,Terminated,Phase 2,
Doxorubicin,DB00997,stage I adult soft tissue sarcoma,C0278661,Terminated,Phase 2,
Thalidomide,DB01041,stage I adult soft tissue sarcoma,C0278661,Terminated,Phase 2,
Ifosfamide,DB01181,stage I adult soft tissue sarcoma,C0278661,Terminated,Phase 2,
Doxorubicin,DB00997,stage II adult soft tissue sarcoma,C0278662,Terminated,Phase 2,
Thalidomide,DB01041,stage II adult soft tissue sarcoma,C0278662,Terminated,Phase 2,
Ifosfamide,DB01181,stage II adult soft tissue sarcoma,C0278662,Terminated,Phase 2,
Vitamin C,DB00126,refractory plasma cell neoplasm,C0278620,Withdrawn,Phase 2,
Melphalan,DB01042,refractory plasma cell neoplasm,C0278620,Withdrawn,Phase 2,
Arsenic trioxide,DB01169,refractory plasma cell neoplasm,C0278620,Withdrawn,Phase 2,
Rituximab,DB00073,Lymphoproliferative Disorders,C0024314,Terminated,Phase 1,Lack of Accrual
Vancomycin,DB00512,Gram-Positive Bacterial Infections,C0085426,Terminated,Phase 3,See Detailed Description
Linezolid,DB00601,Gram-Positive Bacterial Infections,C0085426,Terminated,Phase 3,See Detailed Description
Cefazolin,DB01327,Gram-Positive Bacterial Infections,C0085426,Terminated,Phase 3,See Detailed Description
Lenalidomide,DB00480,Reflex Sympathetic Dystrophy,C0034931,Terminated,Phase 2,Interim analysis showed the primary outcome was not reached
Thalidomide,DB01041,Reflex Sympathetic Dystrophy,C0034931,Terminated,Phase 2,Interim analysis showed the primary outcome was not reached
Lopinavir,DB01601,Human immunodeficiency virus I infection,C0276500,Terminated,Phase 2,
Ezetimibe,DB00973,"Lipid Metabolism, Inborn Errors",C0023772,Terminated,Phase 3,
Erlotinib,DB00530,Metastatic malignant neoplasm to brain,C0220650,Terminated,Phase 3,
Temozolomide,DB00853,Metastatic malignant neoplasm to brain,C0220650,Terminated,Phase 3,
Bortezomib,DB00188,adult grade III lymphomatoid granulomatosis,C1541468,Terminated,Phase 1,
Bortezomib,DB00188,stage III adult Burkitt's lymphoma,C0280166,Terminated,Phase 1,
Bortezomib,DB00188,stage III adult diffuse mixed cell lymphoma,C0280161,Terminated,Phase 1,
Bortezomib,DB00188,stage III adult diffuse small cleaved cell lymphoma,C0280160,Terminated,Phase 1,
Bortezomib,DB00188,stage III adult Hodgkin's lymphoma,C0278472,Terminated,Phase 1,
Bortezomib,DB00188,stage III adult immunoblastic large cell lymphoma,C0280164,Terminated,Phase 1,
Bortezomib,DB00188,stage III adult lymphoblastic lymphoma,C0280165,Terminated,Phase 1,
Bortezomib,DB00188,Adult T-cell lymphoma/leukaemia stage III,C0280425,Terminated,Phase 1,
Bortezomib,DB00188,Cutaneous T-cell lymphoma stage III,C0278570,Terminated,Phase 1,
Bortezomib,DB00188,stage III grade 1 follicular lymphoma,C0280156,Terminated,Phase 1,
Bortezomib,DB00188,stage III grade 2 follicular lymphoma,C0280157,Terminated,Phase 1,
Bortezomib,DB00188,stage III grade 3 follicular lymphoma,C0280159,Terminated,Phase 1,
Bortezomib,DB00188,Mantle cell lymphoma stage III,C0677714,Terminated,Phase 1,
Bortezomib,DB00188,Marginal zone lymphoma stage III,C1541269,Terminated,Phase 1,
Bortezomib,DB00188,Mycosis fungoides/Sezary syndrome stage III,C0862221,Terminated,Phase 1,
Bortezomib,DB00188,stage IV adult diffuse mixed cell lymphoma,C0280174,Terminated,Phase 1,
Bortezomib,DB00188,stage IV adult diffuse small cleaved cell lymphoma,C0280173,Terminated,Phase 1,
Bortezomib,DB00188,stage IV adult Hodgkin's lymphoma,C0278473,Terminated,Phase 1,
Bortezomib,DB00188,stage IV adult immunoblastic large cell lymphoma,C0280177,Terminated,Phase 1,
Bortezomib,DB00188,stage IV adult lymphoblastic lymphoma,C0280178,Terminated,Phase 1,
Bortezomib,DB00188,Adult T-cell lymphoma/leukaemia stage IV,C0280426,Terminated,Phase 1,
Bortezomib,DB00188,Cutaneous T-cell lymphoma stage IV,C0278572,Terminated,Phase 1,
Bortezomib,DB00188,AIDS-related peripheral/systemic lymphoma,C0281240,Terminated,Phase 1,
Bortezomib,DB00188,stage IV grade 1 follicular lymphoma,C0280169,Terminated,Phase 1,
Bortezomib,DB00188,stage IV grade 2 follicular lymphoma,C0280170,Terminated,Phase 1,
Bortezomib,DB00188,stage IV grade 3 follicular lymphoma,C0280172,Terminated,Phase 1,
Bortezomib,DB00188,Mantle cell lymphoma stage IV,C0677721,Terminated,Phase 1,
Bortezomib,DB00188,Marginal zone lymphoma stage IV,C1541270,Terminated,Phase 1,
Bortezomib,DB00188,Mycosis fungoides/Sezary syndrome stage IV,C0862226,Terminated,Phase 1,
Sorafenib,DB00398,insular thyroid cancer,C1134506,Terminated,Phase 2,
Nicotinamide,DB02701,insular thyroid cancer,C1134506,Terminated,Phase 2,
Sorafenib,DB00398,stage III follicular thyroid cancer,C0279178,Terminated,Phase 2,
Nicotinamide,DB02701,stage III follicular thyroid cancer,C0279178,Terminated,Phase 2,
Sorafenib,DB00398,stage III papillary thyroid cancer,C0279179,Terminated,Phase 2,
Nicotinamide,DB02701,stage III papillary thyroid cancer,C0279179,Terminated,Phase 2,
Sorafenib,DB00398,stage IV follicular thyroid cancer,C0278854,Terminated,Phase 2,
Nicotinamide,DB02701,stage IV follicular thyroid cancer,C0278854,Terminated,Phase 2,
Sorafenib,DB00398,Metastatic papillary thyroid carcinoma,C0278851,Terminated,Phase 2,
Nicotinamide,DB02701,Metastatic papillary thyroid carcinoma,C0278851,Terminated,Phase 2,
Venlafaxine,DB00285,Anxiety Disorders,C0003469,Terminated,Phase 2,European reports of liver toxicity from kava meant that the study had to stop
Metronidazole,DB00916,Bladder Adenocarcinoma,C0279682,Terminated,Phase 1,
Metronidazole,DB00916,Bladder Squamous Cell Carcinoma,C0279681,Terminated,Phase 1,
Metronidazole,DB00916,Transitional cell carcinoma of bladder,C0279680,Terminated,Phase 1,
Metronidazole,DB00916,Bladder cancer recurrent,C0278827,Terminated,Phase 1,
Metronidazole,DB00916,Bladder cancer stage II,C0278823,Terminated,Phase 1,
Infliximab,DB00065,Giant Cell Arteritis,C0039483,Terminated,Phase 2,"Interim analysis, infliximab did not reduce number of first relapses in GCA or cumulative"
Abciximab,DB00054,Brain Ischemia,C0007786,Terminated,Phase 3,"Based on the data and observed benefit-risk profile, the trial's independent oversight"
Abciximab,DB00054,Acute Disease,C0001314,Terminated,Phase 3,"Based on the data and observed benefit-risk profile, the trial's independent oversight"
Celecoxib,DB00482,High-Grade Squamous Intraepithelial Lesions,C0333875,Withdrawn,Phase 2,drug issues
Thalidomide,DB01041,Stomatitis,C0038362,Terminated,Phase 2,unable to enroll adequate subjects
Bortezomib,DB00188,Bronchioloalveolar Adenocarcinoma,C0007120,Terminated,Phase 2,insufficient efficacy
Tacrolimus,DB00864,Graft-vs-Host Disease,C0018133,Terminated,Phase 2/Phase 3,safety reasons
Sirolimus,DB00877,Graft-vs-Host Disease,C0018133,Terminated,Phase 2/Phase 3,safety reasons
Everolimus,DB01590,Graft-vs-Host Disease,C0018133,Terminated,Phase 2/Phase 3,safety reasons
Bevacizumab,DB00112,childhood acute basophilic leukemia,C0279649,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,childhood acute basophilic leukemia,C0279649,Terminated,Phase 2,Administratively complete.
Idarubicin,DB01177,childhood acute basophilic leukemia,C0279649,Terminated,Phase 2,Administratively complete.
Bevacizumab,DB00112,childhood acute eosinophilic leukemia,C0279648,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,childhood acute eosinophilic leukemia,C0279648,Terminated,Phase 2,Administratively complete.
Idarubicin,DB01177,childhood acute eosinophilic leukemia,C0279648,Terminated,Phase 2,Administratively complete.
Bevacizumab,DB00112,childhood acute erythroleukemia (M6),C0279647,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,childhood acute erythroleukemia (M6),C0279647,Terminated,Phase 2,Administratively complete.
Idarubicin,DB01177,childhood acute erythroleukemia (M6),C0279647,Terminated,Phase 2,Administratively complete.
Bevacizumab,DB00112,childhood acute megakaryocytic leukemia (M7),C0279650,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,childhood acute megakaryocytic leukemia (M7),C0279650,Terminated,Phase 2,Administratively complete.
Idarubicin,DB01177,childhood acute megakaryocytic leukemia (M7),C0279650,Terminated,Phase 2,Administratively complete.
Bevacizumab,DB00112,childhood acute myeloblastic leukemia with maturation (M2),C0279636,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,childhood acute myeloblastic leukemia with maturation (M2),C0279636,Terminated,Phase 2,Administratively complete.
Idarubicin,DB01177,childhood acute myeloblastic leukemia with maturation (M2),C0279636,Terminated,Phase 2,Administratively complete.
Bevacizumab,DB00112,childhood acute myeloblastic leukemia without maturation (M1),C0279634,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,childhood acute myeloblastic leukemia without maturation (M1),C0279634,Terminated,Phase 2,Administratively complete.
Idarubicin,DB01177,childhood acute myeloblastic leukemia without maturation (M1),C0279634,Terminated,Phase 2,Administratively complete.
Bevacizumab,DB00112,childhood acute myelomonocytic leukemia (M4),C0279644,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,childhood acute myelomonocytic leukemia (M4),C0279644,Terminated,Phase 2,Administratively complete.
Idarubicin,DB01177,childhood acute myelomonocytic leukemia (M4),C0279644,Terminated,Phase 2,Administratively complete.
Bevacizumab,DB00112,untreated childhood acute myeloid leukemia and other myeloid malignancies,C0279090,Terminated,Phase 2,Administratively complete.
Cytarabine,DB00987,untreated childhood acute myeloid leukemia and other myeloid malignancies,C0279090,Terminated,Phase 2,Administratively complete.
Idarubicin,DB01177,untreated childhood acute myeloid leukemia and other myeloid malignancies,C0279090,Terminated,Phase 2,Administratively complete.
Cidofovir,DB00369,BK virus nephropathy,C1697878,Terminated,Phase 1/Phase 2,
Sildenafil,DB00203,Pre-Eclampsia,C0032914,Terminated,Phase 2,Study prematurely discont’d 20-Apr-2006 after interim analysis suggested sample size could be
Alefacept,DB00092,Lichen Planus,C0023646,Terminated,Phase 2,Pharmaceutical sponsor withdrew financial support.
Pioglitazone,DB01132,HIV-Associated Lipodystrophy Syndrome,C1136321,Terminated,Phase 3,
Memantine,DB01043,Chronic schizophrenia,C0221765,Terminated,Phase 3,
Clonidine,DB00575,Treatment related secondary malignancy,C0877578,Withdrawn,Phase 1/Phase 2,Study was never initiated
Octreotide,DB00104,Proliferative diabetic retinopathy,C0154830,Terminated,Phase 3,"trial stopped on Sept 24, 2007"
Oxaliplatin,DB00526,Colonic Neoplasms,C0009375,Terminated,Phase 2,
Irinotecan,DB00762,Colonic Neoplasms,C0009375,Terminated,Phase 2,
Oxaliplatin,DB00526,Rectal Neoplasms,C0034885,Terminated,Phase 2,
Irinotecan,DB00762,Rectal Neoplasms,C0034885,Terminated,Phase 2,
Oxaliplatin,DB00526,Appendiceal Neoplasms,C0003614,Terminated,Phase 2,
Irinotecan,DB00762,Appendiceal Neoplasms,C0003614,Terminated,Phase 2,
Oxaliplatin,DB00526,Peritoneal Neoplasms,C0031149,Terminated,Phase 2,
Irinotecan,DB00762,Peritoneal Neoplasms,C0031149,Terminated,Phase 2,
Oxaliplatin,DB00526,Endocrine Gland Neoplasms,C0014132,Terminated,Phase 2,
Irinotecan,DB00762,Endocrine Gland Neoplasms,C0014132,Terminated,Phase 2,
Rituximab,DB00073,Primary Effusion Lymphoma,C1292753,Terminated,Phase 2,Insufficient Accrual
Doxorubicin,DB00997,Primary Effusion Lymphoma,C1292753,Terminated,Phase 2,Insufficient Accrual
Simvastatin,DB00641,Coronary Artery Disease,C1956346,Terminated,Phase 1,Unable to enroll subjects
Sertraline,DB01104,Coronary Artery Disease,C1956346,Terminated,Phase 1,Unable to enroll subjects
Erythropoietin,DB00016,Malignant neoplasm of gastrointestinal tract,C0685938,Terminated,Phase 3,
Pentoxifylline,DB00806,"Hepatitis, Alcoholic",C0019187,Terminated,Phase 1,lack of funding
Salicylic acid,DB00936,Adenomatous polyp of colon,C0850572,Terminated,Phase 3,
Acetylsalicylic acid,DB00945,Adenomatous polyp of colon,C0850572,Terminated,Phase 3,
Rituximab,DB00073,"Purpura, Thrombotic Thrombocytopenic",C0034155,Withdrawn,Phase 1/Phase 2,
Nandrolone phenpropionate,DB00984,Malnutrition,C0162429,Terminated,Phase 2,drug no longer available in canada
Nandrolone decanoate,DB08804,Malnutrition,C0162429,Terminated,Phase 2,drug no longer available in canada
Nandrolone phenpropionate,DB00984,Critical Illness,C0010340,Terminated,Phase 2,drug no longer available in canada
Nandrolone decanoate,DB08804,Critical Illness,C0010340,Terminated,Phase 2,drug no longer available in canada
Rituximab,DB00073,Immune thrombocytopenic purpura,C0398650,Terminated,Phase 2,
Methylphenidate,DB00422,Asthenia,C0004093,Terminated,Phase 3,difficulty of recrutement
Arsenic trioxide,DB01169,MYELODYSPLASTIC SYNDROME,C3463824,Terminated,Phase 2,terminated due to lack of accrual.
Erythropoietin,DB00016,Chemotherapy-induced peripheral neuropathy,C3873567,Terminated,Phase 2,Slow enrollment
Diclofenac,DB00586,Non-cyclical mastalgia,C0405473,Terminated,Phase 2/Phase 3,"Lack of funds; FDA approved a topical form of diclofenac during study, no need to continue"
Octreotide,DB00104,Diabetic Retinopathy,C0011884,Terminated,Phase 3,Inconsistent treatment benefit
Bupropion,DB01156,Tobacco Dependence,C0040332,Terminated,Phase 2/Phase 3,PI left NIH
Toremifene,DB00539,"Neoplasms, Hormone-Dependent",C0027661,Terminated,Phase 3,This was a follow-on study to Biomed 777-CLP-029 which did not meet superiority endpoint
Letrozole,DB01006,"Neoplasms, Hormone-Dependent",C0027661,Terminated,Phase 3,This was a follow-on study to Biomed 777-CLP-029 which did not meet superiority endpoint
Pemetrexed,DB00642,Lung Neoplasms,C0024121,Terminated,Phase 3,FDA Hold May 2007
Labetalol,DB00598,Pregnancy associated hypertension,C0852036,Suspended,Phase 2/Phase 3,Lack of funding
Magnesium Sulfate,DB00653,Pregnancy associated hypertension,C0852036,Suspended,Phase 2/Phase 3,Lack of funding
Labetalol,DB00598,hypertension chronic,C0745114,Suspended,Phase 2/Phase 3,Lack of funding
Magnesium Sulfate,DB00653,hypertension chronic,C0745114,Suspended,Phase 2/Phase 3,Lack of funding
Topiramate,DB00273,Metabolic Syndrome X,C0524620,Suspended,Phase 3,Study was discontinued because of high drop out rate.
Methamphetamine,DB01577,Sexually Transmitted Diseases,C0036916,Terminated,Phase 1,Slow enrollment
Lidocaine,DB00281,Carpal Tunnel Syndrome,C0007286,Terminated,Phase 3,Sponsor decision
Cyclosporine,DB00091,"Leukemia, Large Granular Lymphocytic",C1522378,Terminated,Phase 2,Study terminated due to low accrual and the investigator left the NIH.
Micafungin,DB01141,invasive aspergillosis,C0238013,Terminated,Phase 2,Study was stopped due to difficulties in recruitment and changes in standard care for invasive
Infliximab,DB00065,Toxic Epidermal Necrolysis,C0014518,Withdrawn,Phase 2,slow enrollment
Peginterferon alfa-2b,DB00022,Liver Cirrhosis,C0023890,Withdrawn,Phase 3,Non-protocol feasibility
Nitazoxanide,DB00507,Clostridium difficile infection,C0343386,Terminated,Phase 3,Study was terminated early due to slow recruitment.
Vancomycin,DB00512,Clostridium difficile infection,C0343386,Terminated,Phase 3,Study was terminated early due to slow recruitment.
Nitazoxanide,DB00507,Clostridium Infections,C0009062,Terminated,Phase 3,Study was terminated early due to slow recruitment.
Vancomycin,DB00512,Clostridium Infections,C0009062,Terminated,Phase 3,Study was terminated early due to slow recruitment.
Mitomycin,DB00305,Urinary Bladder Diseases,C0005686,Terminated,Phase 3,slow accrual
Mitomycin,DB00305,Malignant neoplasm of urinary bladder,C0005684,Terminated,Phase 3,slow accrual
Mitomycin,DB00305,Urologic Diseases,C0042075,Terminated,Phase 3,slow accrual
Mitomycin,DB00305,Urologic Neoplasms,C0042076,Terminated,Phase 3,slow accrual
